"No.","Time","Source","Destination","Protocol","Length","Info"
"14","2.543434","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=6246 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"15","2.543436","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=6246 Win=64240 Len=0"
"16","2.588158","108.168.211.93","192.168.138.158","TCP","196","80  >  51552 [PSH, ACK] Seq=7601 Ack=739 Win=64240 Len=142 [TCP segment of a reassembled PDU]"
"17","2.588169","108.168.211.93","192.168.138.158","TCP","842","80  >  51552 [PSH, ACK] Seq=7743 Ack=739 Win=64240 Len=788 [TCP segment of a reassembled PDU]"
"18","2.588301","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=8531 Win=64240 Len=0"
"19","2.588305","108.168.211.93","192.168.138.158","TCP","1373","80  >  51552 [PSH, ACK] Seq=8531 Ack=739 Win=64240 Len=1319 [TCP segment of a reassembled PDU]"
"20","2.629631","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=9850 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"21","2.629647","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=11205 Ack=739 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"22","2.629650","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=12665 Ack=739 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"23","2.629829","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=13915 Win=64240 Len=0"
"24","2.634312","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=13915 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"25","2.675544","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=15270 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"26","2.675608","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=16625 Win=64240 Len=0"
"27","2.675888","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=16625 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"28","2.676032","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=17980 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"29","2.676112","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=19335 Win=64240 Len=0"
"30","2.676117","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=19335 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"31","2.676213","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=20690 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"32","2.676356","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=22045 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"33","2.676374","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=23400 Win=64240 Len=0"
"34","2.676423","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=23400 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"35","2.680813","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=24755 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"36","2.680980","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=26110 Ack=739 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"37","2.680990","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=27570 Ack=739 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"38","2.681143","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=28820 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"39","2.681154","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=30175 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"40","2.681275","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=26110 Win=64240 Len=0"
"41","2.681392","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=31530 Win=64240 Len=0"
"42","2.722277","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=31530 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"43","2.722288","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=32885 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"44","2.722291","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=34240 Win=64240 Len=0"
"45","2.722397","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=34240 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"46","2.722541","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=35595 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"47","2.722663","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=36950 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"48","2.722742","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=38305 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"49","2.722775","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=39660 Win=64240 Len=0"
"50","2.722821","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=39660 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"51","2.722994","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=41015 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"52","2.723167","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=42370 Win=64240 Len=0"
"53","2.723172","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=42370 Ack=739 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"54","2.723174","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=43830 Ack=739 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"55","2.723206","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=45080 Win=64240 Len=0"
"56","2.761819","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=45080 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"57","2.768417","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=46435 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"58","2.768513","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=47790 Win=64240 Len=0"
"59","2.768516","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=47790 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"60","2.768589","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=49145 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"61","2.768687","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=50500 Ack=739 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"62","2.768694","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=50500 Win=64240 Len=0"
"63","2.769614","108.168.211.93","192.168.138.158","HTTP","1361","HTTP/1.1 200 OK  (text/html)"
"64","2.769697","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=739 Ack=53162 Win=64240 Len=0"
"65","2.879481","192.168.138.158","108.168.211.93","HTTP","647","GET /forums/clientscript/scripts.js HTTP/1.1 "
"66","2.879543","108.168.211.93","192.168.138.158","TCP","60","80  >  51552 [ACK] Seq=53162 Ack=1332 Win=64240 Len=0"
"67","2.984768","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=53162 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"68","2.984854","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=54517 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"69","2.985004","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=55872 Win=64240 Len=0"
"70","2.985006","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=55872 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"71","2.985098","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=57227 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"72","2.985219","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=58582 Win=64240 Len=0"
"73","2.985259","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=58582 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"74","2.985331","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=59937 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"75","2.985377","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=61292 Win=64240 Len=0"
"76","2.985434","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=61292 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"77","2.985545","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=62647 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"78","2.985604","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=64002 Win=61530 Len=0"
"79","2.985655","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=64002 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"80","2.985777","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=65357 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"81","2.985893","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=66712 Win=58820 Len=0"
"82","2.985930","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=66712 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"83","2.986142","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=68067 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"84","2.986348","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=69422 Win=56110 Len=0"
"85","2.986534","192.168.138.158","108.168.211.93","TCP","60","[TCP Window Update] 51552  >  80 [ACK] Seq=1332 Ack=69422 Win=60937 Len=0"
"86","2.986812","192.168.138.158","108.168.211.93","TCP","60","[TCP Window Update] 51552  >  80 [ACK] Seq=1332 Ack=69422 Win=64240 Len=0"
"87","2.991214","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=69422 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"88","2.991256","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=70777 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"89","2.991371","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=72132 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"90","2.991377","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=72132 Win=64240 Len=0"
"91","2.991538","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=73487 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"92","2.991719","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=74842 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"93","2.991728","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=76197 Win=64240 Len=0"
"94","2.991729","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=76197 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"95","2.991956","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=77552 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"96","2.991964","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=78907 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"97","2.992078","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=80262 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"98","2.992356","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=81617 Win=64240 Len=0"
"99","3.007414","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=81617 Ack=1332 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"100","3.007426","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=83077 Ack=1332 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"101","3.007498","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=84327 Win=64240 Len=0"
"102","3.031652","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=84327 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"103","3.031666","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=85682 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"104","3.031722","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=87037 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"105","3.031862","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=88392 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"106","3.031867","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=88392 Win=64240 Len=0"
"107","3.031975","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=89747 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"108","3.032107","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=91102 Win=64240 Len=0"
"109","3.032260","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=91102 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"110","3.032325","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=92457 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"111","3.032514","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=93812 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"112","3.032519","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=93812 Win=64240 Len=0"
"113","3.032619","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=95167 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"114","3.033157","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=96522 Win=64240 Len=0"
"115","3.033961","192.168.138.158","94.242.216.4","TCP","66","51555  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=4 SACK_PERM=1"
"116","3.071749","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=96522 Ack=1332 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"117","3.071765","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=97982 Ack=1332 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"118","3.071769","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=99232 Win=64240 Len=0"
"119","3.071803","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=99232 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"120","3.071897","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=100587 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"121","3.071946","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=101942 Win=64240 Len=0"
"122","3.071967","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=101942 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"123","3.072123","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=103297 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"124","3.072259","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=104652 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"125","3.072265","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=104652 Win=64240 Len=0"
"126","3.072337","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=106007 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"127","3.072443","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=107362 Win=61530 Len=0"
"128","3.072449","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=107362 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"129","3.072593","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=108717 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"130","3.072693","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=110072 Win=58820 Len=0"
"131","3.072697","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=110072 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"132","3.072743","192.168.138.158","108.168.211.93","TCP","60","[TCP Window Update] 51552  >  80 [ACK] Seq=1332 Ack=110072 Win=63647 Len=0"
"133","3.072848","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=111427 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"134","3.073028","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=111427 Win=64240 Len=0"
"135","3.077664","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=112782 Ack=1332 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"136","3.077725","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1332 Ack=114137 Win=64240 Len=0"
"137","3.078434","108.168.211.93","192.168.138.158","HTTP","327","HTTP/1.1 200 OK  (application/javascript)"
"138","3.079167","192.168.138.158","108.168.211.93","HTTP","643","GET /forums/clientscript/ame.js HTTP/1.1 "
"139","3.079223","108.168.211.93","192.168.138.158","TCP","60","80  >  51552 [ACK] Seq=114410 Ack=1921 Win=64240 Len=0"
"140","3.224685","108.168.211.93","192.168.138.158","HTTP","700","HTTP/1.1 200 OK  (application/javascript)"
"141","3.224701","94.242.216.4","192.168.138.158","TCP","60","80  >  51555 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"142","3.224780","192.168.138.158","94.242.216.4","TCP","60","51555  >  80 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"143","3.225710","192.168.138.158","94.242.216.4","HTTP","536","GET /?o6j8=Xb499&HvJo4=n1K3rSeOd&XD9=eX4ZOff&uNIG=bh6RcK3&DWhV=176Udo&WCmAQE=6p37z9&rUHX_=7M_fP8Nh0s&xvBeaj=jdY1 HTTP/1.1 "
"144","3.225764","94.242.216.4","192.168.138.158","TCP","60","80  >  51555 [ACK] Seq=1 Ack=483 Win=64240 Len=0"
"145","3.326083","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=1921 Ack=115056 Win=63321 Len=0"
"146","3.457319","192.168.138.158","94.242.216.4","TCP","60","[TCP ACKed unseen segment] 51555  >  80 [ACK] Seq=483 Ack=1379 Win=62863 Len=0"
"147","3.458025","192.168.138.158","94.242.216.4","TCP","60","[TCP ACKed unseen segment] 51555  >  80 [FIN, ACK] Seq=483 Ack=1379 Win=62863 Len=0"
"148","3.458069","94.242.216.4","192.168.138.158","TCP","60","[TCP Previous segment not captured] 80  >  51555 [ACK] Seq=1379 Ack=484 Win=64239 Len=0"
"149","3.462648","192.168.138.158","108.168.211.93","HTTP","669","GET /forums/images/SubaruOutback_2014/misc/head-right.jpg HTTP/1.1 "
"150","3.462654","108.168.211.93","192.168.138.158","TCP","60","80  >  51552 [ACK] Seq=115056 Ack=2536 Win=64240 Len=0"
"151","3.553529","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=115056 Ack=2536 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"152","3.553534","108.168.211.93","192.168.138.158","TCP","1304","80  >  51552 [PSH, ACK] Seq=116516 Ack=2536 Win=64240 Len=1250 [TCP segment of a reassembled PDU]"
"153","3.553722","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=2536 Ack=117766 Win=64240 Len=0"
"154","3.553739","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=117766 Ack=2536 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"155","3.553824","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=119121 Ack=2536 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"156","3.553911","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=120476 Ack=2536 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"157","3.553917","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=2536 Ack=120476 Win=64240 Len=0"
"158","3.553977","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=121831 Ack=2536 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"159","3.554154","108.168.211.93","192.168.138.158","TCP","1409","80  >  51552 [PSH, ACK] Seq=123186 Ack=2536 Win=64240 Len=1355 [TCP segment of a reassembled PDU]"
"160","3.554160","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=2536 Ack=123186 Win=64240 Len=0"
"161","3.601550","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=124541 Ack=2536 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"162","3.601555","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=126001 Ack=2536 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"163","3.601558","108.168.211.93","192.168.138.158","TCP","1199","80  >  51552 [PSH, ACK] Seq=127461 Ack=2536 Win=64240 Len=1145 [TCP segment of a reassembled PDU]"
"164","3.601620","108.168.211.93","192.168.138.158","TCP","1514","80  >  51552 [ACK] Seq=128606 Ack=2536 Win=64240 Len=1460 [TCP segment of a reassembled PDU]"
"165","3.601625","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=2536 Ack=128606 Win=64240 Len=0"
"166","3.601627","108.168.211.93","192.168.138.158","HTTP","1114","HTTP/1.1 200 OK  (JPEG JFIF image)"
"167","3.601745","192.168.138.158","108.168.211.93","TCP","60","51552  >  80 [ACK] Seq=2536 Ack=131126 Win=64240 Len=0"
"168","3.604042","192.168.138.158","108.168.211.93","HTTP","668","GET /forums/images/SubaruOutback_2014/misc/menu_open.gif HTTP/1.1 "
"169","3.604086","108.168.211.93","192.168.138.158","TCP","60","80  >  51552 [ACK] Seq=131126 Ack=3150 Win=64240 Len=0"
"170","3.786789","108.168.211.93","192.168.138.158","HTTP","415","HTTP/1.1 200 OK  (GIF89a)"
"171","3.789229","192.168.138.158","108.168.211.93","HTTP","675","GET /forums/images/SubaruOutback_2014/statusicon/thread_dot.gif HTTP/1.1 "
"172","3.789252","108.168.211.93","192.168.138.158","TCP","60","80  >  51552 [ACK] Seq=131487 Ack=3771 Win=64240 Len=0"
