"No.","Time","Source","Destination","Protocol","Length","Info"
"66","307.186439","192.168.137.1","192.168.137.113","DNS","191","Standard query response 0x3a98 A javadl-esd-secure.oracle.com CNAME javadl-esd-secure.oracle.com.edgekey.net CNAME e5486.g.akamaiedge.net A 23.42.245.10"
"67","307.203447","192.168.137.113","23.42.245.10","TCP","66","49158  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"68","307.535480","23.42.245.10","192.168.137.113","TCP","66","443  >  49158 [SYN, ACK] Seq=0 Ack=1 Win=14600 Len=0 MSS=1367 SACK_PERM=1 WS=32"
"69","307.535670","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"70","307.551191","192.168.137.113","23.42.245.10","TLSv1.2","224","Client Hello"
"71","307.916004","23.42.245.10","192.168.137.113","TCP","54","443  >  49158 [ACK] Seq=1 Ack=171 Win=15680 Len=0"
"72","307.919176","23.42.245.10","192.168.137.113","TLSv1.2","1421","Server Hello"
"73","307.919478","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=171 Ack=1368 Win=65536 Len=0"
"74","307.933082","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"75","308.085110","23.42.245.10","192.168.137.113","TLSv1.2","1421","Certificate [TCP segment of a reassembled PDU]"
"76","308.085179","23.42.245.10","192.168.137.113","TLSv1.2","74","Server Key Exchange, Server Hello Done"
"77","308.085424","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=171 Ack=2755 Win=65536 Len=0"
"78","308.164932","192.168.137.113","23.42.245.10","TLSv1.2","204","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"79","308.462760","23.42.245.10","192.168.137.113","TLSv1.2","129","Change Cipher Spec, Encrypted Handshake Message"
"80","308.462937","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=321 Ack=2830 Win=65536 Len=0"
"81","308.538090","192.168.137.113","23.42.245.10","TLSv1.2","235","Application Data"
"82","308.697493","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"83","308.851448","23.42.245.10","192.168.137.113","TCP","1421","443  >  49158 [ACK] Seq=2830 Ack=502 Win=17824 Len=1367 [TCP segment of a reassembled PDU]"
"84","308.851750","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=502 Ack=4197 Win=65536 Len=0"
"85","309.018103","23.42.245.10","192.168.137.113","TLSv1.2","740","Application Data"
"86","309.018329","192.168.137.113","23.42.245.10","TCP","60","49158  >  443 [ACK] Seq=502 Ack=4883 Win=64768 Len=0"
"87","371.054344","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"88","371.055400","192.168.137.113","255.255.255.255","DHCP","342","DHCP Inform   - Transaction ID 0xb9a4c785"
"89","371.116013","192.168.137.113","192.168.137.1","DNS","72","Standard query 0x7304 A api.bing.com"
"90","371.284823","192.168.137.1","192.168.137.113","DNS","148","Standard query response 0x7304 A api.bing.com CNAME api-bing-com.e-0001.e-msedge.net CNAME e-0001.e-msedge.net A 191.234.5.80"
"91","371.291712","192.168.137.113","191.234.5.80","TCP","66","49159  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"92","371.291912","192.168.137.113","191.234.5.80","TCP","66","49160  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"93","371.590953","192.168.137.113","192.168.137.1","DNS","70","Standard query 0xece4 A google.com"
"94","371.592218","192.168.137.113","191.234.5.80","TCP","66","49161  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"95","371.646800","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"96","371.650324","192.168.137.113","191.234.5.80","TCP","66","49162  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"97","371.788646","192.168.137.113","191.234.5.80","TCP","66","49163  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"98","371.816411","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"99","371.891295","192.168.137.113","191.234.5.80","TCP","66","49164  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"100","371.925193","191.234.5.80","192.168.137.113","TCP","66","80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"101","371.925245","191.234.5.80","192.168.137.113","TCP","66","80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"102","371.925279","191.234.5.80","192.168.137.113","TCP","66","80  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"103","371.925325","192.168.137.113","191.234.5.80","TCP","60","49159  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"104","371.925369","192.168.137.1","192.168.137.113","DNS","246","Standard query response 0xece4 A google.com A 173.194.42.101 A 173.194.42.96 A 173.194.42.102 A 173.194.42.99 A 173.194.42.98 A 173.194.42.105 A 173.194.42.103 A 173.194.42.104 A 173.194.42.110 A 173.194.42.97 A 173.194.42.100"
"105","371.925376","192.168.137.113","191.234.5.80","TCP","60","49160  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"106","371.925377","192.168.137.113","191.234.5.80","TCP","60","49161  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"107","371.925685","192.168.137.113","191.234.5.80","HTTP","353","GET /qsml.aspx?query=google&maxwidth=32765&rowheight=20&sectionHeight=160&FORM=IESS02&market=en-US HTTP/1.1 "
"108","372.036243","192.168.137.113","191.234.5.80","TCP","60","49159  >  80 [RST, ACK] Seq=300 Ack=1 Win=0 Len=0"
"109","372.042671","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"110","372.045858","192.168.137.113","191.234.5.80","HTTP","354","GET /qsml.aspx?query=google.&maxwidth=32765&rowheight=20&sectionHeight=160&FORM=IESS02&market=en-US HTTP/1.1 "
"111","372.092803","191.234.5.80","192.168.137.113","TCP","66","80  >  49162 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"112","372.092859","191.234.5.80","192.168.137.113","TCP","66","80  >  49163 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"113","372.092892","191.234.5.80","192.168.137.113","TCP","66","[TCP Out-Of-Order] 80  >  49159 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"114","372.092925","191.234.5.80","192.168.137.113","TCP","66","[TCP Out-Of-Order] 80  >  49160 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"115","372.092951","192.168.137.113","191.234.5.80","TCP","60","49162  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"116","372.093021","192.168.137.113","191.234.5.80","TCP","60","49163  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"117","372.093023","192.168.137.113","191.234.5.80","TCP","66","[TCP Dup ACK 105#1] 49160  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"118","372.146589","192.168.137.113","191.234.5.80","TCP","60","49161  >  80 [RST, ACK] Seq=301 Ack=1 Win=0 Len=0"
"119","372.148022","192.168.137.113","191.234.5.80","HTTP","355","GET /qsml.aspx?query=google.c&maxwidth=32765&rowheight=20&sectionHeight=160&FORM=IESS02&market=en-US HTTP/1.1 "
"120","372.258909","191.234.5.80","192.168.137.113","TCP","66","80  >  49164 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"121","372.258958","191.234.5.80","192.168.137.113","TCP","66","[TCP Retransmission] 80  >  49161 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"122","372.258992","191.234.5.80","192.168.137.113","TCP","54","80  >  49159 [ACK] Seq=1 Ack=300 Win=131072 Len=0"
"123","372.259108","192.168.137.113","191.234.5.80","TCP","60","49164  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"124","372.304841","192.168.137.113","191.234.5.80","TCP","60","49160  >  80 [RST, ACK] Seq=302 Ack=1 Win=0 Len=0"
"125","372.309405","192.168.137.113","191.234.5.80","HTTP","356","GET /qsml.aspx?query=google.co&maxwidth=32765&rowheight=20&sectionHeight=160&FORM=IESS02&market=en-US HTTP/1.1 "
"126","372.361579","192.168.137.113","191.234.5.80","TCP","60","49162  >  80 [RST, ACK] Seq=303 Ack=1 Win=0 Len=0"
"127","372.363609","192.168.137.113","191.234.5.80","HTTP","357","GET /qsml.aspx?query=google.com&maxwidth=32765&rowheight=20&sectionHeight=160&FORM=IESS02&market=en-US HTTP/1.1 "
"128","372.409203","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"129","372.580896","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"130","372.597228","191.234.5.80","192.168.137.113","TCP","54","80  >  49161 [ACK] Seq=1 Ack=301 Win=131072 Len=0"
"131","372.597267","191.234.5.80","192.168.137.113","TCP","66","[TCP Retransmission] 80  >  49162 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"132","372.597306","191.234.5.80","192.168.137.113","TCP","66","[TCP Retransmission] 80  >  49163 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"133","372.597338","191.234.5.80","192.168.137.113","TCP","54","80  >  49160 [ACK] Seq=1 Ack=302 Win=131072 Len=0"
"134","372.597371","191.234.5.80","192.168.137.113","TCP","66","[TCP Out-Of-Order] 80  >  49164 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1367 WS=256 SACK_PERM=1"
"135","372.597439","192.168.137.113","191.234.5.80","TCP","66","[TCP Dup ACK 116#1] 49163  >  80 [ACK] Seq=304 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"136","372.597492","192.168.137.113","191.234.5.80","TCP","66","[TCP Dup ACK 123#1] 49164  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"137","372.643015","192.168.137.113","191.234.5.80","TCP","60","49163  >  80 [RST, ACK] Seq=304 Ack=1 Win=0 Len=0"
"138","372.737880","192.168.137.113","192.168.137.1","DNS","77","Standard query 0x48a1 A www.google.com.br"
"139","372.738813","192.168.137.113","173.194.42.101","TCP","66","49165  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"140","372.739303","192.168.137.113","192.168.137.1","DNS","75","Standard query 0x88fd A ssl.gstatic.com"
"141","372.739521","192.168.137.113","192.168.137.1","DNS","75","Standard query 0x5845 A www.gstatic.com"
"142","372.763770","191.234.5.80","192.168.137.113","TCP","54","80  >  49162 [ACK] Seq=1 Ack=303 Win=131072 Len=0"
"143","372.763816","191.234.5.80","192.168.137.113","TCP","54","80  >  49163 [ACK] Seq=1 Ack=304 Win=131072 Len=0"
"144","372.799293","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"145","372.800916","191.234.5.80","192.168.137.113","TCP","1421","80  >  49163 [ACK] Seq=1 Ack=304 Win=131072 Len=1367 [TCP segment of a reassembled PDU]"
"146","372.800987","191.234.5.80","192.168.137.113","TCP","1091","80  >  49163 [PSH, ACK] Seq=1368 Ack=304 Win=131072 Len=1037 [TCP segment of a reassembled PDU]"
"147","372.801030","191.234.5.80","192.168.137.113","TCP","137","80  >  49163 [PSH, ACK] Seq=2405 Ack=304 Win=131072 Len=83 [TCP segment of a reassembled PDU]"
"148","372.930113","191.234.5.80","192.168.137.113","HTTP/XML","59","HTTP/1.1 200 OK "
"149","372.968153","173.194.42.101","192.168.137.113","TCP","66","80  >  49165 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"150","372.968239","192.168.137.1","192.168.137.113","DNS","141","Standard query response 0x48a1 A www.google.com.br A 173.194.42.95 A 173.194.42.79 A 173.194.42.88 A 173.194.42.87"
"151","372.968278","192.168.137.113","173.194.42.101","TCP","60","49165  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"152","372.968327","192.168.137.1","192.168.137.113","DNS","139","Standard query response 0x88fd A ssl.gstatic.com A 173.194.42.88 A 173.194.42.87 A 173.194.42.79 A 173.194.42.95"
"153","372.968410","192.168.137.1","192.168.137.113","DNS","139","Standard query response 0x5845 A www.gstatic.com A 173.194.42.95 A 173.194.42.88 A 173.194.42.87 A 173.194.42.79"
"154","372.968437","192.168.137.113","173.194.42.101","HTTP","292","GET / HTTP/1.1 "
"155","372.969017","192.168.137.113","173.194.42.95","TCP","66","49166  >  80 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"156","372.969150","192.168.137.113","173.194.42.88","TCP","66","49167  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"157","372.969252","192.168.137.113","173.194.42.95","TCP","66","49168  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"158","372.969278","192.168.137.113","173.194.42.95","TCP","66","49169  >  443 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM=1"
"159","373.173723","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"160","373.324491","173.194.42.101","192.168.137.113","TCP","54","80  >  49165 [ACK] Seq=1 Ack=239 Win=44032 Len=0"
"161","373.563634","192.168.137.113","192.168.137.255","NBNS","92","Name query NB WPAD<00>"
"162","373.700021","173.194.42.95","192.168.137.113","TCP","66","443  >  49169 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"163","373.700090","173.194.42.101","192.168.137.113","HTTP","583","HTTP/1.1 302 Found  (text/html)"
"164","373.700127","173.194.42.95","192.168.137.113","TCP","66","80  >  49166 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"165","373.700166","173.194.42.88","192.168.137.113","TCP","66","443  >  49167 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"166","373.700198","173.194.42.95","192.168.137.113","TCP","66","443  >  49168 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"167","373.700228","192.168.137.113","173.194.42.95","TCP","60","49169  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"168","373.700229","173.194.42.95","192.168.137.113","TCP","66","[TCP Out-Of-Order] 443  >  49169 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"169","373.700262","173.194.42.95","192.168.137.113","TCP","66","[TCP Out-Of-Order] 80  >  49166 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"170","373.700341","192.168.137.113","173.194.42.101","TCP","60","49165  >  80 [ACK] Seq=239 Ack=530 Win=65024 Len=0"
"171","373.700367","192.168.137.113","173.194.42.95","TCP","60","49166  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"172","373.700369","192.168.137.113","173.194.42.88","TCP","60","49167  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"173","373.700406","192.168.137.113","173.194.42.95","TCP","60","49168  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0"
"174","373.700429","192.168.137.113","173.194.42.95","TCP","66","[TCP Dup ACK 167#1] 49169  >  443 [ACK] Seq=1 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"175","373.700431","192.168.137.113","173.194.42.95","TCP","66","[TCP Dup ACK 171#1] 49166  >  80 [ACK] Seq=1 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"176","373.711624","192.168.137.113","173.194.42.95","TLSv1.2","213","Client Hello"
"177","373.711694","192.168.137.113","173.194.42.95","TLSv1.2","211","Client Hello"
"178","373.712598","192.168.137.113","173.194.42.88","TLSv1.2","211","Client Hello"
"179","373.716258","192.168.137.113","173.194.42.95","HTTP","562","GET /?gfe_rd=cr&ei=7jLCVbSlOcuB8Qf-jKbwDg HTTP/1.1 "
"180","373.866381","173.194.42.95","192.168.137.113","TCP","66","[TCP Out-Of-Order] 443  >  49168 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"181","373.866423","173.194.42.88","192.168.137.113","TCP","66","[TCP Out-Of-Order] 443  >  49167 [SYN, ACK] Seq=0 Ack=1 Win=42900 Len=0 MSS=1367 SACK_PERM=1 WS=128"
"182","373.866466","173.194.42.101","192.168.137.113","HTTP","583","[TCP Spurious Retransmission] HTTP/1.1 302 Found  (text/html)"
"183","373.866516","192.168.137.113","173.194.42.95","TCP","66","[TCP Dup ACK 173#1] 49168  >  443 [ACK] Seq=158 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"184","373.866588","192.168.137.113","173.194.42.88","TCP","66","[TCP Dup ACK 172#1] 49167  >  443 [ACK] Seq=158 Ack=1 Win=65536 Len=0 SLE=0 SRE=1"
"185","373.866589","192.168.137.113","173.194.42.101","TCP","66","[TCP Dup ACK 170#1] 49165  >  80 [ACK] Seq=239 Ack=530 Win=65024 Len=0 SLE=1 SRE=530"
"186","373.910212","192.168.137.113","192.168.137.1","DNS","72","Standard query 0xedc4 A www.bing.com"
"187","373.910321","192.168.137.113","192.168.137.1","DNS","72","Standard query 0xf066 A www.bing.com"
"188","373.910409","192.168.137.113","192.168.137.1","DNS","72","Standard query 0x16b6 A www.bing.com"
"189","373.910863","192.168.137.113","192.168.137.1","DNS","72","Standard query 0x8945 A www.bing.com"
"190","373.915448","173.194.42.95","192.168.137.113","TCP","54","443  >  49169 [ACK] Seq=1 Ack=160 Win=44032 Len=0"
"191","373.915501","173.194.42.95","192.168.137.113","TLSv1.2","1421","Server Hello"
"192","373.915540","173.194.42.88","192.168.137.113","TCP","54","443  >  49167 [ACK] Seq=1 Ack=158 Win=44032 Len=0"
"193","373.915598","173.194.42.95","192.168.137.113","TCP","1421","443  >  49169 [ACK] Seq=1368 Ack=160 Win=44032 Len=1367 [TCP segment of a reassembled PDU]"
"194","373.915809","192.168.137.113","173.194.42.95","TCP","60","49169  >  443 [ACK] Seq=160 Ack=1368 Win=65536 Len=0"
"195","373.915852","192.168.137.113","173.194.42.95","TCP","60","49169  >  443 [ACK] Seq=160 Ack=2735 Win=65536 Len=0"
"196","374.048704","173.194.42.95","192.168.137.113","TLSv1.2","1247","Certificate, Server Key Exchange, Server Hello Done"
"197","374.048751","173.194.42.95","192.168.137.113","TCP","54","80  >  49166 [ACK] Seq=1 Ack=509 Win=44032 Len=0"
"198","374.048782","173.194.42.95","192.168.137.113","TCP","54","443  >  49168 [ACK] Seq=1 Ack=158 Win=44032 Len=0"
"199","374.048998","192.168.137.113","173.194.42.95","TCP","60","49169  >  443 [ACK] Seq=160 Ack=3928 Win=64256 Len=0"
"200","374.082144","173.194.42.88","192.168.137.113","TLSv1.2","1421","Server Hello"
"201","374.082387","192.168.137.113","173.194.42.88","TCP","60","49167  >  443 [ACK] Seq=158 Ack=1368 Win=65536 Len=0"
"202","374.082893","173.194.42.88","192.168.137.113","TCP","1421","443  >  49167 [ACK] Seq=1368 Ack=158 Win=44032 Len=1367 [TCP segment of a reassembled PDU]"
"203","374.082946","173.194.42.88","192.168.137.113","TLSv1.2","1248","Certificate, Server Key Exchange, Server Hello Done"
"204","374.083199","192.168.137.113","173.194.42.88","TCP","60","49167  >  443 [ACK] Seq=158 Ack=2735 Win=65536 Len=0"
"205","374.083236","192.168.137.113","173.194.42.88","TCP","60","49167  >  443 [ACK] Seq=158 Ack=3929 Win=64256 Len=0"
